respondent_id,response_text,llm_code_label,confidence,raw_model_output
363455,"economy /tm/ everything is so expensive throught US, impossible to pay the bills, interest way too high impossible tobuy houses housing market skyrocketed /ae/ thats about it",Economy,High,"The response emphasizes high prices, cost of living, interest rates, and housing market issues, all of which fall under economic concerns."
363507,Civil unrest,Social Issues,High,"Civil unrest relates to social division and conflict, fitting the Social Issues category."
363630,Inflation It's gotten too high it's out of control. /AE/ Nobody seems to be addressing it.  /AE/ No,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on inflation, which is an economic issue related to prices and cost of living.""
}
```"
363670,Too many guns,Crime,High,"The response 'Too many guns' relates to violence and public safety, which falls under Crime."
363684,"The economy /wm/ the gas prices are so high it's causing the prices at the market, at the grocery stores and all the retail stores to be extremely high",Economy,High,"The response emphasizes high gas prices and their impact on market and retail prices, which relates directly to economic issues such as inflation and cost of living."
363801,people seem way too concerned upset and activated over things that have no affect or bearing on their lives directly. ,Social Issues,Medium,"The response highlights social attitudes and concerns about people's focus on issues, indicating social division or cultural conflict without referencing political institutions."
363934,"Social issues in general. /ms/ Caring about minorities, immigrants, homeless people, abortion, and racism.",Social Issues,High,"The response explicitly mentions social issues such as minorities, immigrants, homelessness, abortion, and racism, which align with the Social Issues category."
363979,Inflation. Everything is too high. Everybody has to live to eat.,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions inflation and high prices, which are economic issues related to cost of living.""
}
```"
364230,Immigration. It is not done properly; The people that want immigrate need to better their own country instead of coming over here and upsetting the status quo. Vote for your own president make changes in your own country. Maybe they need to banned together and demand change for their nationality and their country like the venezuliations and brazilians. I mean like why the ywant to come up here. Im ean if they want hel pI understand theat. But to leave and come up north is not gone solve any problems really else. /ao/ no,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly discusses immigration issues, focusing on migrants and their reasons for coming to the country.""
}
```"
364258,"Inflation, everything is too expensive /AE/ other than not being able to afford food no social security only goes so far /AE/ No",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response emphasizes inflation, high prices, and affordability issues, which are economic concerns.""
}
```"
364370,Gun control. Too many guns are getting out in the streets. Too many school shootings. Too many kids getting ahold of guns. ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Crime"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on gun control, street violence, and school shootings, which are issues related to public safety and crime.""
}
```"
364636,they're taking away from the schools for the kid's education,Social Issues,High,"The response focuses on education, which relates to social issues such as schooling and children's welfare."
364677,christian fundamentalism and authoritarianism generally /tm/ theyre represive authroitarian movements that are stealing our rights destroying our ecojnomy and killing people,Politics/Democracy,High,"The response criticizes authoritarian movements and repression, which relates to government and political institutions, fitting the Politics/Democracy category despite mentioning economy and harm."
